Fluke Part Number,UPC CODE
4334015,0 95969 66834 7
4152264,0 95969 62349 0
4334026,0 95969 66835 4
4152286,0 95969 62351 3
4334044,0 95969 66837 8
4152299,0 95969 62352 0
4334059,0 95969 66838 5
4152273,0 95969 62350 6
4334032,0 95969 66836 1
4152300,0 95969 62353 7
4334067,0 95969 66839 2
4152317,0 95969 62354 4
4334071,0 95969 66840 8
4152321,0 95969 62355 1
4334080,0 95969 66841 5
4152339,0 95969 62356 8
4334098,0 95969 66842 2
3875241,0 95969 58859 1
4317885,0 95969 66543 8
4334102,0 95969 66843 9
3905893,0 95969 58868 3
4183661,0 95969 63703 9
4183623,0 95969 63699 5
4625452,0 95969 78491 7
4183638,0 95969 63700 8
4183645,0 95969 63701 5
4183650,0 95969 63702 2
4183614,0 95969 63698 8
4183692,0 95969 63706 0
4625465,0 95969 78492 4
4183689,0 95969 63705 3
4816070,0 95969 82772 0
4816055,0 95969 82770 6
4810481,0 95969 82680 8
4810455,0 95969 82677 8
4810443,0 95969 82676 1
4810462,0 95969 82678 5
4784838,0 95969 82111 7
4810470,0 95969 82679 2
4810501,0 95969 82681 5
4755364,0 95969 81461 4
4456654,0 95969 72326 8
4755402,0 95969 81465 2
4755416,0 95969 81466 9
4201938,0 95969 63963 7
4201950,0 95969 63965 1
4201945,0 95969 63964 4
4201923,0 95969 63962 0
4201989,0 95969 63968 2
4201961,0 95969 63966 8
4201977,0 95969 63967 5
4201992,0 95969 63969 9
4202001,0 95969 63970 5
4202020,0 95969 63972 9
4202035,0 95969 63973 6
4202012,0 95969 63971 2
4202047,0 95969 63974 3
4202058,0 95969 63975 0
4202073,0 95969 63977 4
4202086,0 95969 63978 1
4202064,0 95969 63976 7
4202099,0 95969 63979 8
4202105,0 95969 63980 4
4202122,0 95969 63982 8
4202131,0 95969 63983 5
4202110,0 95969 63981 1
4202146,0 95969 63984 2
4202154,0 95969 63985 9
4202179,0 95969 63987 3
4202187,0 95969 63988 0
4202168,0 95969 63986 6
4202193,0 95969 63989 7
4202204,0 95969 63990 3
4202228,0 95969 63992 7
4202237,0 95969 63993 4
4202219,0 95969 63991 0
4202243,0 95969 63994 1
4202255,0 95969 63995 8
4202270,0 95969 63997 2
4202262,0 95969 63996 5
4202281,0 95969 63998 9
4202296,0 95969 63999 6
4202313,0 95969 64001 5
4202308,0 95969 64000 8
4202324,0 95969 64002 2
4202336,0 95969 64003 9
4202351,0 95969 64005 3
4202349,0 95969 64004 6
4202360,0 95969 64006 0
4202372,0 95969 64007 7
4202397,0 95969 64009 1
4202385,0 95969 64008 4
4202403,0 95969 64010 7
4202415,0 95969 64011 4
4202432,0 95969 64013 8
4202426,0 95969 64012 1
4202444,0 95969 64014 5
4202459,0 95969 64015 2
4202471,0 95969 64017 6
4202467,0 95969 64016 9
4202480,0 95969 64018 3
4202500,0 95969 64020 6
4202498,0 95969 64019 0
4202517,0 95969 64021 3
4202539,0 95969 64023 7
4202521,0 95969 64022 0
4202542,0 95969 64024 4
4202563,0 95969 64026 8
4202556,0 95969 64025 1
3069551,0 95969 42639 8
3891201,0 95969 57773 1
4184297,0 95969 63737 4
4184304,0 95969 63738 1
4184249,0 95969 63733 6
4184251,0 95969 63734 3
4184260,0 95969 63735 0
4184285,0 95969 63736 7
4184319,0 95969 63739 8
4184328,0 95969 63740 4
4184355,0 95969 63743 5
4184337,0 95969 63741 1
4184343,0 95969 63742 8
4184381,0 95969 63746 6
4184362,0 95969 63744 2
4184370,0 95969 63745 9
4184396,0 95969 63747 3
4184409,0 95969 63748 0
4184427,0 95969 63750 3
4184430,0 95969 63751 0
4184411,0 95969 63749 7
4184448,0 95969 63752 7
4184453,0 95969 63753 4
4184466,0 95969 63754 1
4184475,0 95969 63755 8
4184502,0 95969 63758 9
4184516,0 95969 63759 6
4184525,0 95969 63760 2
4184533,0 95969 63761 9
4184482,0 95969 63756 5
4184494,0 95969 63757 2
3891212,0 95969 57774 8
4184584,0 95969 63766 4
4184591,0 95969 63767 1
4184540,0 95969 63762 6
4184557,0 95969 63763 3
4184569,0 95969 63764 0
4184578,0 95969 63765 7
4184656,0 95969 63772 5
4184663,0 95969 63773 2
4184600,0 95969 63768 8
4184621,0 95969 63769 5
4184639,0 95969 63770 1
4184642,0 95969 63771 8
4184674,0 95969 63774 9
4184688,0 95969 63775 6
4184695,0 95969 63776 3
4184707,0 95969 63777 0
4184734,0 95969 63780 0
4184741,0 95969 63781 7
4184752,0 95969 63782 4
4184765,0 95969 63783 1
4184718,0 95969 63778 7
4184729,0 95969 63779 4
3891220,0 95969 57775 5
4184776,0 95969 63784 8
4184783,0 95969 63785 5
4184803,0 95969 63787 9
4184815,0 95969 63788 6
4184790,0 95969 63786 2
4184826,0 95969 63789 3
4184832,0 95969 63790 9
4184859,0 95969 63792 3
4184867,0 95969 63793 0
4184844,0 95969 63791 6
3891108,0 95969 57763 2
4184880,0 95969 63794 7
4184898,0 95969 63795 4
4184914,0 95969 63797 8
4184923,0 95969 63798 5
4184906,0 95969 63796 1
4184945,0 95969 63800 5
4184950,0 95969 63801 2
4184977,0 95969 63803 6
4184961,0 95969 63802 9
4184992,0 95969 63805 0
4185007,0 95969 63806 7
4185029,0 95969 63808 1
4185018,0 95969 63807 4
4185041,0 95969 63810 4
4185052,0 95969 63811 1
4185076,0 95969 63813 5
4185065,0 95969 63812 8
4185090,0 95969 63815 9
4185104,0 95969 63816 6
4185128,0 95969 63818 0
4185119,0 95969 63817 3
4185143,0 95969 63820 3
4185155,0 95969 63821 0
4185170,0 95969 63823 4
4185162,0 95969 63822 7
4185196,0 95969 63825 8
4185205,0 95969 63826 5
4185222,0 95969 63828 9
4185210,0 95969 63827 2
4185246,0 95969 63830 2
4185254,0 95969 63831 9
4185279,0 95969 63833 3
4185268,0 95969 63832 6
4185302,0 95969 63835 7
4185316,0 95969 63836 4
4185333,0 95969 63838 8
4185325,0 95969 63837 1
4378330,0 95969 68150 6
4378366,0 95969 68153 7
4378348,0 95969 68151 3
4185357,0 95969 63840 1
4185369,0 95969 63841 8
4185384,0 95969 63843 2
4185391,0 95969 63844 9
4185378,0 95969 63842 5
4185406,0 95969 63845 6
4185414,0 95969 63846 3
4185438,0 95969 63848 7
4185423,0 95969 63847 0
4185445,0 95969 63849 4
4185450,0 95969 63850 0
4185477,0 95969 63852 4
4185461,0 95969 63851 7
4185489,0 95969 63853 1
4185492,0 95969 63854 8
4185511,0 95969 63856 2
4185509,0 95969 63855 5
4185527,0 95969 63857 9
4185530,0 95969 63858 6
4185553,0 95969 63860 9
4185548,0 95969 63859 3
3964127,0 95969 58837 9
4185566,0 95969 63861 6
4185582,0 95969 63863 0
4185575,0 95969 63862 3
4185594,0 95969 63864 7
4185613,0 95969 63866 1
4185608,0 95969 63865 4
4185624,0 95969 63867 8
4185649,0 95969 63869 2
4185636,0 95969 63868 5
4341774,0 95969 67183 5
4341813,0 95969 67187 3
4341756,0 95969 67181 1
4341795,0 95969 67185 9
4341788,0 95969 67184 2
4341824,0 95969 67188 0
4341763,0 95969 67182 8
4341808,0 95969 67186 6
4341589,0 95969 67165 1
4341668,0 95969 67173 6
4341592,0 95969 67166 8
4341679,0 95969 67174 3
4185651,0 95969 63870 8
4185660,0 95969 63871 5
4341605,0 95969 67167 5
4341687,0 95969 67175 0
4341610,0 95969 67168 2
4341693,0 95969 67176 7
4341622,0 95969 67169 9
4341717,0 95969 67177 4
4341631,0 95969 67170 5
4341721,0 95969 67178 1
4185672,0 95969 63872 2
4185685,0 95969 63873 9
4185697,0 95969 63874 6
4185703,0 95969 63875 3
4341646,0 95969 67171 2
4341739,0 95969 67179 8
4341654,0 95969 67172 9
4341742,0 95969 67180 4
4185715,0 95969 63876 0
4185726,0 95969 63877 7
4185732,0 95969 63878 4
4185744,0 95969 63879 1
4185759,0 95969 63880 7
3875928,0 95969 64202 6
3875937,0 95969 64203 3
3875943,0 95969 64205 7
3875955,0 95969 64207 1
4185767,0 95969 63881 4
3885659,0 95969 64208 8
3963058,0 95969 77066 8
3948589,0 95969 58682 5
3985066,0 95969 59129 4
3948605,0 95969 75643 3
4755295,0 95969 81454 6
4755312,0 95969 81456 0
4755386,0 95969 81463 8
4755399,0 95969 81464 5
4185780,0 95969 63883 8
4363867,0 95969 67736 3
4363880,0 95969 67738 7
4363871,0 95969 67737 0
4363844,0 95969 67734 9
4363898,0 95969 67739 4
4380055,0 95969 68207 7
4363859,0 95969 67735 6
4380037,0 95969 68206 0
4566171,0 95969 77297 6
4363923,0 95969 67742 4
4363961,0 95969 67746 2
4363977,0 95969 67747 9
4380062,0 95969 68208 4
4380070,0 95969 68209 1
4363989,0 95969 67748 6
4363938,0 95969 67743 1
4363945,0 95969 67744 8
4363906,0 95969 67740 0
4380081,0 95969 68210 7
4363914,0 95969 67741 7
4363950,0 95969 67745 5
3886164,0 95969 64194 4
3886906,0 95969 64201 9
4185771,0 95969 63882 1
4755335,0 95969 81458 4
4755347,0 95969 81459 1
4818640,0 95969 82874 1
4818669,0 95969 82876 5
4818657,0 95969 82875 8
1942231,0 95969 18940 8
1942246,0 95969 18941 5
1942279,0 95969 18944 6
1942287,0 95969 18945 3
1942302,0 95969 18947 7
1942316,0 95969 18948 4
1942357,0 95969 18952 1
1942369,0 95969 18953 8
1942378,0 95969 18954 5
1942391,0 95969 18956 9
1942406,0 95969 18957 6
1942414,0 95969 18958 3
1942423,0 95969 18959 0
1942438,0 95969 18960 6
1942445,0 95969 18961 3
1942450,0 95969 18962 0
1942461,0 95969 18963 7
1942477,0 95969 18964 4
1942842,0 95969 18995 8
1942863,0 95969 18996 5
1942920,0 95969 19001 5
1942964,0 95969 19003 9
1943050,0 95969 19011 4
1943089,0 95969 19014 5
1943092,0 95969 19015 2
1943201,0 95969 19026 8
1943220,0 95969 19028 2
1943300,0 95969 19036 7
1943321,0 95969 19038 1
1943452,0 95969 19051 0
1943465,0 95969 19052 7
1943483,0 95969 19054 1
1943490,0 95969 19055 8
474890,0 95969 19462 4
1943727,0 95969 19067 1
1943730,0 95969 19068 8
1943748,0 95969 19069 5
1943753,0 95969 19070 1
1633042,0 95969 20856 7
1943979,0 95969 19087 9
529248,0 95969 19473 0
2840970,0 95969 40131 9
1944080,0 95969 19089 3
2157088,0 95969 26288 0
1633000,0 95969 20852 9
1944102,0 95969 19090 9
528836,0 95969 19468 6
3528399,0 95969 52374 5
1659418,0 95969 20868 0
1944157,0 95969 19092 3
1944169,0 95969 19093 0
1944178,0 95969 19094 7
2151125,0 95969 26163 0
1659429,0 95969 20869 7
1944191,0 95969 19095 4
1944207,0 95969 19096 1
1944218,0 95969 19097 8
1944229,0 95969 19098 5
3807872,0 95969 56440 3
1944241,0 95969 19100 5
3782474,0 95969 55868 6
1944265,0 95969 19102 9
1944276,0 95969 19103 6
1944283,0 95969 19104 3
4096733,0 95969 61098 8
1944290,0 95969 19105 0
1944309,0 95969 19106 7
1944311,0 95969 19107 4
4162762,0 95969 62524 1
1944366,0 95969 19112 8
1944375,0 95969 19113 5
1632037,0 95969 20761 4
3065222,0 95969 42489 9
1632043,0 95969 20762 1
1632055,0 95969 20763 8
1632062,0 95969 20764 5
1632944,0 95969 20846 8
1632959,0 95969 20847 5
1632971,0 95969 20849 9
1632980,0 95969 20850 5
1632998,0 95969 20851 2
1945095,0 95969 19157 9
1945127,0 95969 19160 9
1938027,0 95969 18803 6
1938030,0 95969 18804 3
1938048,0 95969 18805 0
1938053,0 95969 18806 7
1938082,0 95969 18808 1
1938094,0 95969 18809 8
1938121,0 95969 18812 8
1938139,0 95969 18813 5
1938142,0 95969 18814 2
1938156,0 95969 18815 9
1938163,0 95969 18816 6
1938174,0 95969 18817 3
1938206,0 95969 18820 3
1938214,0 95969 18821 0
1938250,0 95969 18825 8
1938261,0 95969 18826 5
1938303,0 95969 18830 2
1938315,0 95969 18831 9
2840353,0 95969 40129 6
1938410,0 95969 18834 0
1938422,0 95969 18835 7
1632070,0 95969 20579 5
1939208,0 95969 18838 8
1939213,0 95969 18839 5
1939236,0 95969 18840 1
1939249,0 95969 18841 8
1939251,0 95969 18842 5
1939260,0 95969 18843 2
1939285,0 95969 18844 9
2285076,0 95969 26950 6
1939304,0 95969 18846 3
1939328,0 95969 18848 7
1939337,0 95969 18849 4
1939343,0 95969 18850 0
3105047,0 95969 44039 4
1939362,0 95969 18852 4
1939381,0 95969 18854 8
1939396,0 95969 18855 5
1939409,0 95969 18856 2
1939411,0 95969 18857 9
1939815,0 95969 18878 4
1939826,0 95969 18879 1
1940115,0 95969 18892 0
1940132,0 95969 18894 4
1940171,0 95969 18898 2
1940180,0 95969 18899 9
1940209,0 95969 18901 9
1940253,0 95969 18905 7
1941134,0 95969 18921 7
1941141,0 95969 18922 4
1941176,0 95969 18925 5
1941183,0 95969 18926 2
1996292,0 95969 03215 5
1937148,0 95969 18739 8
1937153,0 95969 18740 4
1937166,0 95969 18741 1
1937215,0 95969 18744 2
1937226,0 95969 18745 9
1937244,0 95969 18747 3
1937259,0 95969 18748 0
1659434,0 95969 20870 3
1937271,0 95969 18749 7
1937298,0 95969 18750 3
1937306,0 95969 18751 0
1937314,0 95969 18752 7
1659441,0 95969 20871 0
1937338,0 95969 18753 4
1659452,0 95969 20872 7
1937361,0 95969 18754 1
1659465,0 95969 20873 4
1937389,0 95969 18755 8
1659476,0 95969 20874 1
1937404,0 95969 18756 5
1659483,0 95969 20875 8
1937428,0 95969 18757 2
1937437,0 95969 18758 9
1937443,0 95969 18759 6
1937455,0 95969 18760 2
1937462,0 95969 18761 9
1659490,0 95969 20876 5
1937481,0 95969 18762 6
1937496,0 95969 18763 3
1937520,0 95969 18766 4
1632081,0 95969 20765 2
1937586,0 95969 18771 8
1937760,0 95969 18789 3
1937772,0 95969 18790 9
1633017,0 95969 20853 6
1937831,0 95969 18795 4
1633021,0 95969 20854 3
1930530,0 95969 18370 3
1930636,0 95969 18378 9
1930649,0 95969 18379 6
1996819,0 95969 03235 3
1930660,0 95969 18380 2
1996740,0 95969 03228 5
1930703,0 95969 18383 3
1930715,0 95969 18384 0
1930726,0 95969 18385 7
1930732,0 95969 18386 4
1930744,0 95969 18387 1
1930759,0 95969 18388 8
1930767,0 95969 18389 5
1930771,0 95969 18390 1
1930780,0 95969 18391 8
1996757,0 95969 03229 2
1930842,0 95969 18396 3
1930856,0 95969 18397 0
1930863,0 95969 18398 7
1930874,0 95969 18399 4
1930920,0 95969 18404 5
1930935,0 95969 18405 2
1930947,0 95969 18406 9
543884,0 95969 19479 2
2842174,0 95969 40145 6
1931003,0 95969 18411 3
1931071,0 95969 18418 2
1931116,0 95969 18422 9
1931125,0 95969 18423 6
1931133,0 95969 18424 3
2557231,0 95969 33229 3
1931157,0 95969 18426 7
1931218,0 95969 18432 8
1931229,0 95969 18433 5
1931234,0 95969 18434 2
3340642,0 95969 46980 7
1931265,0 95969 18437 3
1931309,0 95969 18441 0
1931375,0 95969 18448 9
1931394,0 95969 18450 2
1931458,0 95969 18456 4
1931473,0 95969 18458 8
1931499,0 95969 18459 5
1931523,0 95969 18462 5
4427340,0 95969 69804 7
1931561,0 95969 18466 3
1931589,0 95969 18468 7
1931592,0 95969 18469 4
1931610,0 95969 18470 0
1931646,0 95969 18473 1
1931654,0 95969 18474 8
1931763,0 95969 18485 4
1931774,0 95969 18486 1
3782488,0 95969 55869 3
1931788,0 95969 18487 8
1931808,0 95969 18489 2
1931836,0 95969 18492 2
1931851,0 95969 18494 6
1931860,0 95969 18495 3
1931872,0 95969 18496 0
1931885,0 95969 18497 7
1931897,0 95969 18498 4
1931904,0 95969 18499 1
1931928,0 95969 18501 1
1931943,0 95969 18503 5
1931962,0 95969 18505 9
1931981,0 95969 18507 3
1932057,0 95969 18513 4
1932069,0 95969 18514 1
1932126,0 95969 18520 2
1932132,0 95969 18521 9
1932144,0 95969 18522 6
1932180,0 95969 18526 4
1932209,0 95969 18528 8
1932230,0 95969 18531 8
1932248,0 95969 18532 5
1932266,0 95969 18534 9
1932275,0 95969 18535 6
1932294,0 95969 18537 0
1932554,0 95969 18563 9
1932568,0 95969 18564 6
1932579,0 95969 18565 3
1932587,0 95969 18566 0
1932593,0 95969 18567 7
1932606,0 95969 18568 4
1932623,0 95969 18570 7
1932650,0 95969 18573 8
1932689,0 95969 18576 9
1932704,0 95969 18578 3
1932956,0 95969 18600 1
1932963,0 95969 18601 8
1932974,0 95969 18602 5
1933312,0 95969 18635 3
1996699,0 95969 03225 4
1996733,0 95969 03227 8
1996791,0 95969 03233 9
1933440,0 95969 18646 9
1632118,0 95969 20768 3
1632129,0 95969 20769 0
1933491,0 95969 18649 0
1933504,0 95969 18650 6
1933519,0 95969 18651 3
2438886,0 95969 29180 4
1933537,0 95969 18653 7
1933543,0 95969 18654 4
1933555,0 95969 18655 1
1933570,0 95969 18657 5
1933603,0 95969 18660 5
1933615,0 95969 18661 2
1933632,0 95969 18663 6
1933644,0 95969 18664 3
1933659,0 95969 18665 0
1933667,0 95969 18666 7
1933671,0 95969 18667 4
1933680,0 95969 18668 1
903497,0 95969 19497 6
2139459,0 95969 25746 6
1933731,0 95969 18672 8
1933818,0 95969 18680 3
1933883,0 95969 18687 2
1933909,0 95969 18689 6
1933927,0 95969 18691 9
1933930,0 95969 18692 6
1933948,0 95969 18693 3
1933953,0 95969 18694 0
1933966,0 95969 18695 7
1632134,0 95969 20770 6
1632141,0 95969 20771 3
1934202,0 95969 18717 6
1632152,0 95969 20580 1
1934233,0 95969 18719 0
1996837,0 95969 03237 7
1926278,0 95969 17986 7
1926284,0 95969 17987 4
1996828,0 95969 03236 0
3807327,0 95969 56438 0
1926322,0 95969 17990 4
1926331,0 95969 17991 1
2106951,0 95969 24591 3
1926346,0 95969 17992 8
808030,0 95969 19493 8
1996769,0 95969 03230 8
1926421,0 95969 17998 0
1926439,0 95969 17999 7
1926675,0 95969 18022 1
1926701,0 95969 18025 2
1926712,0 95969 18026 9
1633039,0 95969 20855 0
1926814,0 95969 18035 1
1926823,0 95969 18036 8
1926845,0 95969 18038 2
3187126,0 95969 44556 6
1926850,0 95969 18039 9
1926861,0 95969 18040 5
2157111,0 95969 26291 0
1926877,0 95969 18041 2
1926889,0 95969 18042 9
1926892,0 95969 18043 6
1926959,0 95969 18049 8
1926967,0 95969 18050 4
1927022,0 95969 18056 6
1927046,0 95969 18058 0
1927135,0 95969 18067 2
1927147,0 95969 18068 9
1927158,0 95969 18069 6
1927164,0 95969 18070 2
1927272,0 95969 18081 8
1927297,0 95969 18083 2
1927355,0 95969 18089 4
1927362,0 95969 18090 0
1927381,0 95969 18092 4
1927409,0 95969 18094 8
1927411,0 95969 18095 5
1927494,0 95969 18103 7
1927502,0 95969 18104 4
1927617,0 95969 18115 0
1927642,0 95969 18118 1
385286,0 95969 19459 4
543900,0 95969 19480 8
1927765,0 95969 18127 3
1927783,0 95969 18129 7
1927906,0 95969 18141 9
1927961,0 95969 18147 1
1927977,0 95969 18148 8
1927989,0 95969 18149 5
1928064,0 95969 18157 0
1928073,0 95969 18158 7
1928105,0 95969 18161 7
1928110,0 95969 18162 4
1928122,0 95969 18163 1
1928154,0 95969 18166 2
1632165,0 95969 20772 0
1928187,0 95969 18168 6
1928219,0 95969 18171 6
1928228,0 95969 18172 3
1928237,0 95969 18173 0
1928243,0 95969 18174 7
1928255,0 95969 18175 4
1928270,0 95969 18177 8
1632176,0 95969 20773 7
1928397,0 95969 18188 4
1632183,0 95969 20774 4
4195455,0 95969 63897 5
1632190,0 95969 20775 1
1928432,0 95969 18190 7
1928444,0 95969 18191 4
1928459,0 95969 18192 1
1928467,0 95969 18193 8
1928480,0 95969 18195 2
2168675,0 95969 26544 7
1928500,0 95969 18197 6
1928517,0 95969 18198 3
1928521,0 95969 18199 0
1928539,0 95969 18200 3
1928556,0 95969 18202 7
1928563,0 95969 18203 4
1928574,0 95969 18204 1
2422936,0 95969 28774 6
1928595,0 95969 18206 5
1928602,0 95969 18207 2
1928625,0 95969 18209 6
3389488,0 95969 48650 7
422949,0 95969 19461 7
1928669,0 95969 18212 6
1928678,0 95969 18213 3
1996804,0 95969 03234 6
1928691,0 95969 18214 0
1928706,0 95969 18215 7
1632926,0 95969 20844 4
1928750,0 95969 18219 5
1928761,0 95969 18220 1
1928777,0 95969 18221 8
1928789,0 95969 18222 5
1928792,0 95969 18223 2
528786,0 95969 19465 5
528794,0 95969 19466 2
1928866,0 95969 18225 6
1928875,0 95969 18226 3
543157,0 95969 19474 7
1928941,0 95969 18232 4
1928952,0 95969 18233 1
1928965,0 95969 18234 8
1928976,0 95969 18235 5
1928983,0 95969 18236 2
1929003,0 95969 18238 6
1929044,0 95969 18242 3
1929098,0 95969 18246 1
1929125,0 95969 18248 5
1929133,0 95969 18249 2
1929140,0 95969 18250 8
1929178,0 95969 18253 9
1929184,0 95969 18254 6
1929191,0 95969 18255 3
1929207,0 95969 18256 0
3807290,0 95969 56437 3
1929241,0 95969 18260 7
4703508,0 95969 80073 0
1929265,0 95969 18262 1
1929290,0 95969 18264 5
1929311,0 95969 18266 9
1929327,0 95969 18267 6
1929348,0 95969 18269 0
1929353,0 95969 18270 6
1929366,0 95969 18271 3
1929375,0 95969 18272 0
1929382,0 95969 18273 7
1929394,0 95969 18274 4
1929401,0 95969 18275 1
2002229,0 95969 20445 3
1929447,0 95969 18279 9
1929458,0 95969 18280 5
1929464,0 95969 18281 2
1929473,0 95969 18282 9
1632202,0 95969 20776 8
1929499,0 95969 18283 6
1632216,0 95969 20777 5
1929514,0 95969 18284 3
1632225,0 95969 20778 2
1929538,0 95969 18285 0
1632233,0 95969 20779 9
1929550,0 95969 18286 7
1632240,0 95969 20780 5
1929577,0 95969 18287 4
1632257,0 95969 20781 2
1929592,0 95969 18288 1
1632269,0 95969 20782 9
1929610,0 95969 18289 8
1632278,0 95969 20783 6
1929631,0 95969 18290 4
1632284,0 95969 20784 3
1929654,0 95969 18291 1
1632291,0 95969 20785 0
1929679,0 95969 18292 8
1632305,0 95969 20786 7
1929693,0 95969 18293 5
1632310,0 95969 20787 4
1929717,0 95969 18294 2
1929721,0 95969 18295 9
1929808,0 95969 18303 1
1929813,0 95969 18304 8
1632322,0 95969 20788 1
1929849,0 95969 18306 2
1929851,0 95969 18307 9
1929860,0 95969 18308 6
1929872,0 95969 18309 3
1929885,0 95969 18310 9
1929904,0 95969 18312 3
1929928,0 95969 18314 7
1929937,0 95969 18315 4
1929943,0 95969 18316 1
1929955,0 95969 18317 8
1929962,0 95969 18318 5
1929970,0 95969 18319 2
1929996,0 95969 18321 5
1930007,0 95969 18322 2
1930029,0 95969 18324 6
1930034,0 95969 18325 3
1930041,0 95969 18326 0
1930052,0 95969 18327 7
1930065,0 95969 18328 4
1930076,0 95969 18329 1
1930083,0 95969 18330 7
1632331,0 95969 20789 8
1632346,0 95969 20790 4
1930119,0 95969 18331 4
1930128,0 95969 18332 1
1930137,0 95969 18333 8
1930155,0 95969 18335 2
1930162,0 95969 18336 9
1930196,0 95969 18338 3
1930205,0 95969 18339 0
1930210,0 95969 18340 6
1930231,0 95969 18341 3
1930246,0 95969 18342 0
1930254,0 95969 18343 7
1930268,0 95969 18344 4
1930279,0 95969 18345 1
1930287,0 95969 18346 8
1930293,0 95969 18347 5
1930302,0 95969 18348 2
1930316,0 95969 18349 9
1930325,0 95969 18350 5
1930340,0 95969 18352 9
1930357,0 95969 18353 6
1930445,0 95969 18362 8
1930450,0 95969 18363 5
1930461,0 95969 18364 2
1930477,0 95969 18365 9
1930489,0 95969 18366 6
1922286,0 95969 17626 2
1922299,0 95969 17627 9
1922388,0 95969 17636 1
1922418,0 95969 17638 5
1922429,0 95969 17639 2
1922441,0 95969 17640 8
1922452,0 95969 17641 5
1922465,0 95969 17642 2
1922476,0 95969 17643 9
1922483,0 95969 17644 6
1922490,0 95969 17645 3
1922503,0 95969 17646 0
1922515,0 95969 17647 7
1922526,0 95969 17648 4
1922532,0 95969 17649 1
1922544,0 95969 17650 7
1922559,0 95969 17651 4
1922567,0 95969 17652 1
1922571,0 95969 17653 8
1922580,0 95969 17654 5
1922598,0 95969 17655 2
1922604,0 95969 17656 9
1922619,0 95969 17657 6
1922637,0 95969 17658 3
1922655,0 95969 17659 0
1922662,0 95969 17660 6
1922681,0 95969 17661 3
1922696,0 95969 17662 0
1922711,0 95969 17664 4
1922727,0 95969 17665 1
1922730,0 95969 17666 8
1922753,0 95969 17668 2
1922766,0 95969 17669 9
1922775,0 95969 17670 5
1922794,0 95969 17672 9
1922802,0 95969 17673 6
1922816,0 95969 17674 3
1922833,0 95969 17676 7
1922840,0 95969 17677 4
1922857,0 95969 17678 1
1922869,0 95969 17679 8
1922878,0 95969 17680 4
1922884,0 95969 17681 1
1922891,0 95969 17682 8
1922910,0 95969 17684 2
1922922,0 95969 17685 9
1922931,0 95969 17686 6
1922946,0 95969 17687 3
1922954,0 95969 17688 0
1922968,0 95969 17689 7
1922979,0 95969 17690 3
1922987,0 95969 17691 0
1922993,0 95969 17692 7
1923007,0 95969 17693 4
1923018,0 95969 17694 1
1923029,0 95969 17695 8
1923034,0 95969 17696 5
1923041,0 95969 17697 2
1923052,0 95969 17698 9
1923065,0 95969 17699 6
1923076,0 95969 17700 9
1923083,0 95969 17701 6
1923090,0 95969 17702 3
1923104,0 95969 17703 0
1923119,0 95969 17704 7
1923128,0 95969 17705 4
1923137,0 95969 17706 1
1923143,0 95969 17707 8
1923162,0 95969 17709 2
1923170,0 95969 17710 8
1923181,0 95969 17711 5
1923196,0 95969 17712 2
1923205,0 95969 17713 9
1923210,0 95969 17714 6
1923222,0 95969 17715 3
1923231,0 95969 17716 0
1923254,0 95969 17718 4
1923279,0 95969 17720 7
1923287,0 95969 17721 4
1923293,0 95969 17722 1
1923357,0 95969 17728 3
1923384,0 95969 17730 6
1923414,0 95969 17732 0
1923450,0 95969 17735 1
1923461,0 95969 17736 8
1923477,0 95969 17737 5
1923511,0 95969 17741 2
1923527,0 95969 17742 9
1923530,0 95969 17743 6
1923553,0 95969 17745 0
1923566,0 95969 17746 7
1923582,0 95969 17748 1
1923594,0 95969 17749 8
1923608,0 95969 17750 4
1923649,0 95969 17754 2
1923660,0 95969 17756 6
1923697,0 95969 17759 7
1923703,0 95969 17760 3
1923715,0 95969 17761 0
1923759,0 95969 17765 8
1923780,0 95969 17767 2
1923821,0 95969 17770 2
1923839,0 95969 17771 9
1923842,0 95969 17772 6
1924174,0 95969 17805 1
1924195,0 95969 17807 5
1924206,0 95969 17808 2
1924223,0 95969 17809 9
1924245,0 95969 17811 2
1632354,0 95969 20791 1
2157074,0 95969 26287 3
1632368,0 95969 20792 8
1924367,0 95969 17821 1
1924380,0 95969 17823 5
1924398,0 95969 17824 2
1632379,0 95969 20793 5
1632387,0 95969 20794 2
1924487,0 95969 17831 0
543165,0 95969 19475 4
1924507,0 95969 17832 7
4959121,0 95969 86469 5
1924529,0 95969 17834 1
1924534,0 95969 17835 8
1924565,0 95969 17838 9
1924576,0 95969 17839 6
1924583,0 95969 17840 2
1924601,0 95969 17842 6
1924612,0 95969 17843 3
4916535,0 95969 85583 9
1924620,0 95969 17844 0
1632393,0 95969 20795 9
1924673,0 95969 17848 8
1924702,0 95969 17851 8
2157634,0 95969 26297 2
1924740,0 95969 17853 2
1924757,0 95969 17854 9
1924784,0 95969 17856 3
1924804,0 95969 17858 7
1924819,0 95969 17859 4
1924828,0 95969 17860 0
1924837,0 95969 17861 7
1924843,0 95969 17862 4
1924855,0 95969 17863 1
1632400,0 95969 20796 6
1924924,0 95969 17869 3
1924936,0 95969 17870 9
2694012,0 95969 36211 5
1924949,0 95969 17871 6
1924985,0 95969 17873 0
1924997,0 95969 17874 7
528844,0 95969 19469 3
1925016,0 95969 17875 4
